Agency,Account,State,Recipient,Project, Amount ,Requested by,Requested by 2
Department of Labor,Employment and Training Administration, AK,Sealaska Heritage Institute, fund a job training program,"$500,000 ",Murkowski,
Department of Labor,Employment and Training Administration, NM,SMART Local Union No. 49 JATC," expanding apprenticeship programs, including the purchase of equipment","$1,200,000 ",Heinrich,
Department of Labor,Employment and Training Administration, VA,Southern Virginia Higher Education Center," technology workforce training, including the purchase of equipment","$751,000 ",Kaine, Warner
Department of Labor,Employment and Training Administration, WA,Southwest Washington Workforce Development Council," education and workforce development programming, including supportive services and tuition","$1,000,000 ",Murray,
Department of Labor,Employment and Training Administration, DE,Survivor Ventures," workforce training, including supportive services and wage subsidies","$257,000 ",Blunt Rochester,
Department of Labor,Employment and Training Administration, VA,Survivor Ventures," providing workforce development, which may include providing supportive services and financial aid","$405,000 ",Kaine, Warner
Department of Labor,Employment and Training Administration, MA,Tech Goes Home Incorporated," workforce development in digital skills and digital literacy, including the purchase of equipment and technology","$800,000 ",Markey, Warren
Department of Labor,Employment and Training Administration, PA,The Arc Alliance," workforce training activities and improving services for individuals with disabilities, including the purchase of equipment","$200,000 ",Fetterman,
Department of Labor,Employment and Training Administration, MD,The Arc Montgomery County Inc," a workforce training program, including stipends","$150,000 ",Alsobrooks,
Department of Labor,Employment and Training Administration, AZ,The Arizona Office of Economic Opportunity," apprenticeship expansion, including purchasing equipment and providing tuition","$2,000,000 ",Gallego, Kelly
Department of Labor,Employment and Training Administration, CA,The Chrysalis Center," workforce training, which may include scholarships and other supportive services","$405,000 ",Padilla,
Department of Labor,Employment and Training Administration, CA,The Economic Development Corporation Serving Fresno County," workforce training, including the purchase of equipment","$2,304,000 ",Schiff,
Department of Labor,Employment and Training Administration, DE,The Precision Institute," expanding workforce training, including purchasing equipment and providing stipends","$1,100,000 ",Coons,
Department of Labor,Employment and Training Administration, MD,The Training Source Inc," workforce training and career counseling, including stipends","$289,000 ",Alsobrooks, Van Hollen
Department of Labor,Employment and Training Administration, AK,Thread, provide TA and training for childcare centers,"$500,000 ",Murkowski,
Department of Labor,Employment and Training Administration, PA,Trying Together," expanding workforce training, including supportive services","$500,000 ",Fetterman,
Department of Labor,Employment and Training Administration, UT,Uintah Basin Technical College, funding to purchase two mobile trailer vehicles and provide training,"$1,000,000 ",Curtis,
Department of Labor,Employment and Training Administration, AK,University of Alaska Anchorage, expand a course of study for aviation maintenance technology,"$1,000,000 ",Murkowski,
Department of Labor,Employment and Training Administration, AK,University of Alaska Anchorage, fund workforce training opportunities for students,"$315,000 ",Murkowski,
Department of Labor,Employment and Training Administration, AK,University of Alaska Southeast, fund a job training program,"$160,000 ",Murkowski,
Department of Labor,Employment and Training Administration, CA,University of California," medical education, including the purchase of equipment","$3,500,000 ",Padilla, Schiff
Department of Labor,Employment and Training Administration, RI,University of Rhode Island Research Foundation dba Polaris MEP," advanced manufacturing workforce development, including the purchase of equipment","$560,000 ",Whitehouse,
Department of Labor,Employment and Training Administration, GA,Urban League of Greater Atlanta (ULGA)," workforce development, including stipends, supportive services, rent, and purchasing equipment","$1,204,000 ",Ossoff, Warnock
Department of Labor,Employment and Training Administration, DE,Veterans Watchmaker Initiative," workforce training for veterans, including the purchase of equipment","$444,000 ",Coons,
Department of Labor,Employment and Training Administration, AK,VIPER Transitions, expand a veteran career services program,"$1,095,000 ",Murkowski,
Department of Labor,Employment and Training Administration, NJ,Visiting Nurse Association Health Group," improving health care workforce training, including purchasing equipment, providing tuition support, and providing supportive services","$1,000,000 ",Booker, Kim
Department of Labor,Employment and Training Administration, MD,Wide Angle Youth Media," a pre-apprenticeship program, including providing stipends and purchasing supplies and technology","$712,000 ",Van Hollen,
